"Industries,
 Prefectures and 21 Major cities",,,,,Number of establishments,,,,Number of persons engaged,Total cash wages and salaries,"Cost of raw materials, fuels and electricity consumed, and subcontracting expenses for consigned production",Value of manufactured goods shipments,Value of production,Value added
30,情報通信機械器具製造業,42,長崎県,2019,3,2,***,1,"1,090",X,X,X,X,X
30,情報通信機械器具製造業,43,熊本県,2019,3,2,***,1,514,"2,743","10,503","13,000","12,690","1,941"
30,情報通信機械器具製造業,44,大分県,2019,9,2,5,2,"4,198","16,827","158,511","172,733","156,006","9,319"
30,情報通信機械器具製造業,45,宮崎県,2019,4,3,***,1,"1,297",X,X,X,X,X
30,情報通信機械器具製造業,46,鹿児島県,2019,3,1,2,***,393,X,X,X,X,X
30,情報通信機械器具製造業,47,沖縄県,2019,***,***,***,***,***,***,***,***,***,***
30,情報通信機械器具製造業,61,札幌市,2019,***,***,***,***,***,***,***,***,***,***
30,情報通信機械器具製造業,62,仙台市,2019,1,***,***,1,341,X,X,X,X,X
30,情報通信機械器具製造業,63,さいたま市,2019,1,1,***,***,63,X,X,X,X,X
30,情報通信機械器具製造業,64,千葉市,2019,1,***,1,***,238,X,X,X,X,X
30,情報通信機械器具製造業,65,東京特別区,2019,9,6,3,***,986,"4,598","8,996","18,786","18,042","8,864"
30,情報通信機械器具製造業,66,横浜市,2019,19,9,6,4,"4,735","32,907","198,326","277,440","276,199","79,677"
30,情報通信機械器具製造業,67,川崎市,2019,11,6,3,2,"2,463","17,821","73,939","109,664","112,883","35,527"
30,情報通信機械器具製造業,68,相模原市,2019,5,4,1,***,342,"2,864","14,283","30,012","27,232","12,278"
30,情報通信機械器具製造業,69,新潟市,2019,2,2,***,***,127,X,X,X,X,X
30,情報通信機械器具製造業,70,静岡市,2019,***,***,***,***,***,***,***,***,***,***
30,情報通信機械器具製造業,71,浜松市,2019,5,3,1,1,758,"4,122","20,265","27,981","23,971","8,780"
30,情報通信機械器具製造業,72,名古屋市,2019,1,***,1,***,199,X,X,X,X,X
30,情報通信機械器具製造業,73,京都市,2019,1,***,1,***,217,X,X,X,X,X
30,情報通信機械器具製造業,74,大阪市,2019,2,1,***,1,364,X,X,X,X,X
30,情報通信機械器具製造業,75,堺市,2019,1,1,***,***,59,X,X,X,X,X
30,情報通信機械器具製造業,76,神戸市,2019,3,1,1,1,590,"2,171","88,762","124,447","80,298","35,733"
30,情報通信機械器具製造業,77,岡山市,2019,2,1,***,1,485,X,X,X,X,X
30,情報通信機械器具製造業,78,広島市,2019,1,1,***,***,38,X,X,X,X,X
30,情報通信機械器具製造業,79,北九州市,2019,2,2,***,***,113,X,X,X,X,X
30,情報通信機械器具製造業,80,福岡市,2019,***,***,***,***,***,***,***,***,***,***
30,情報通信機械器具製造業,81,熊本市,2019,***,***,***,***,***,***,***,***,***,***
31,輸送用機械器具製造業,00,全国計,2015,"3,883","2,335","1,004",544,"951,765","5,579,622","44,377,660","63,153,563","54,390,573","17,294,901"
31,輸送用機械器具製造業,00,全国計,2016,"3,723","2,157",998,568,"974,954","5,658,525","45,082,533","63,815,872","54,724,633","17,232,483"
31,輸送用機械器具製造業,00,全国計,2017,"3,777","2,158","1,039",580,"1,002,834","5,679,985","47,304,379","66,901,918","57,933,885","18,164,525"
31,輸送用機械器具製造業,00,全国計,2018,"3,827","2,180","1,053",594,"1,014,332","5,905,331","49,066,574","68,760,493","58,908,105","17,754,804"
31,輸送用機械器具製造業,00,全国計,2019,"3,764","2,147","1,040",577,"987,331","5,827,202","49,025,863","66,675,348","57,105,123","16,180,232"
31,輸送用機械器具製造業,01,北海道,2019,28,13,8,7,"8,472","45,690","234,713","367,426","353,540","102,909"
31,輸送用機械器具製造業,02,青森県,2019,9,4,5,***,"1,142","5,192","21,200","38,746","45,918","25,383"
31,輸送用機械器具製造業,03,岩手県,2019,33,18,9,6,"7,894","40,212","546,570","645,087","639,346","81,651"
31,輸送用機械器具製造業,04,宮城県,2019,47,27,10,10,"9,902","51,553","410,771","554,199","553,650","129,942"
31,輸送用機械器具製造業,05,秋田県,2019,19,13,4,2,"2,599","12,423","39,750","65,444","64,697","21,300"
31,輸送用機械器具製造業,06,山形県,2019,42,22,15,5,"5,535","24,144","64,389","118,458","117,082","44,768"
31,輸送用機械器具製造業,07,福島県,2019,63,40,13,10,"11,261","55,323","264,896","496,991","497,397","198,141"
31,輸送用機械器具製造業,08,茨城県,2019,73,48,15,10,"14,357","80,754","355,168","946,245","941,640","525,047"
31,輸送用機械器具製造業,09,栃木県,2019,132,72,39,21,"30,211","162,442","924,616","1,283,922","1,280,825","327,842"
31,輸送用機械器具製造業,10,群馬県,2019,188,111,49,28,"47,776","261,893","2,358,741","3,296,518","3,256,171","907,807"
31,輸送用機械器具製造業,11,埼玉県,2019,200,120,55,25,"39,028","213,621","1,792,091","2,361,627","2,299,706","495,334"
31,輸送用機械器具製造業,12,千葉県,2019,36,29,6,1,"3,335","16,823","68,143","112,294","93,257","30,531"
31,輸送用機械器具製造業,13,東京都,2019,64,43,16,5,"18,240","118,644","727,616","1,176,428","1,185,826","417,899"
31,輸送用機械器具製造業,14,神奈川県,2019,188,108,48,32,"51,968","305,543","2,645,088","3,636,126","3,644,206","916,798"
31,輸送用機械器具製造業,15,新潟県,2019,73,51,17,5,"8,156","34,967","149,650","232,314","221,876","68,105"
31,輸送用機械器具製造業,16,富山県,2019,30,15,9,6,"4,965","27,244","91,682","151,842","151,223","50,246"
31,輸送用機械器具製造業,17,石川県,2019,27,20,4,3,"4,064","20,721","108,432","157,730","155,522","43,314"
31,輸送用機械器具製造業,18,福井県,2019,6,3,2,1,"4,141","25,754","146,328","198,263","199,174","40,267"
31,輸送用機械器具製造業,19,山梨県,2019,20,12,6,2,"3,236","19,636","64,653","100,894","100,282","31,627"
31,輸送用機械器具製造業,20,長野県,2019,95,54,32,9,"12,980","62,858","224,869","374,914","367,566","124,610"
31,輸送用機械器具製造業,21,岐阜県,2019,147,80,45,22,"31,650","168,351","786,703","1,125,994","1,117,969","277,685"
31,輸送用機械器具製造業,22,静岡県,2019,397,243,93,61,"80,592","461,843","2,613,268","4,120,607","4,101,080","1,358,107"
31,輸送用機械器具製造業,23,愛知県,2019,737,368,232,137,"304,772","2,000,295","20,064,352","26,445,594","17,740,455","5,962,731"
31,輸送用機械器具製造業,24,三重県,2019,126,65,44,17,"40,460","238,962","2,046,571","2,692,803","2,704,703","553,789"
31,輸送用機械器具製造業,25,滋賀県,2019,53,26,15,12,"14,944","87,263","788,716","1,075,981","1,074,806","255,665"
31,輸送用機械器具製造業,26,京都府,2019,32,18,7,7,"7,689","49,892","337,813","419,417","403,246","73,363"
31,輸送用機械器具製造業,27,大阪府,2019,99,67,22,10,"24,075","156,759","1,073,178","1,489,996","1,427,471","370,964"
31,輸送用機械器具製造業,28,兵庫県,2019,122,70,31,21,"33,477","190,216","1,080,939","1,678,100","1,537,266","544,441"
31,輸送用機械器具製造業,29,奈良県,2019,9,6,***,3,"3,056","18,687","130,070","171,390","164,917","39,224"
31,輸送用機械器具製造業,30,和歌山県,2019,5,2,3,***,664,"2,920","6,206","16,963","17,252","9,310"
31,輸送用機械器具製造業,31,鳥取県,2019,9,5,3,1,"1,376","5,037","16,119","27,518","26,247","8,776"
31,輸送用機械器具製造業,32,島根県,2019,17,8,7,2,"2,442","11,151","44,489","78,257","77,301","28,142"
31,輸送用機械器具製造業,33,岡山県,2019,89,52,25,12,"17,785","97,068","685,759","974,675","967,628","270,659"
31,輸送用機械器具製造業,34,広島県,2019,182,112,45,25,"48,353","284,148","2,520,132","3,193,746","2,846,455","686,818"
31,輸送用機械器具製造業,35,山口県,2019,55,29,16,10,"14,184","75,015","884,980","1,167,171","1,153,046","291,740"
31,輸送用機械器具製造業,36,徳島県,2019,4,4,***,***,266,X,X,X,X,X
31,輸送用機械器具製造業,37,香川県,2019,19,11,5,3,"3,655","22,016","160,679","293,217","272,058","102,306"
31,輸送用機械器具製造業,38,愛媛県,2019,34,22,9,3,"3,979","21,180","319,001","405,252","340,906","86,995"
31,輸送用機械器具製造業,39,高知県,2019,5,3,2,***,528,"2,195","24,744","30,335","31,190","7,337"
31,輸送用機械器具製造業,40,福岡県,2019,91,47,25,19,"30,867","178,043","2,918,976","3,327,671","3,317,477","368,385"
31,輸送用機械器具製造業,41,佐賀県,2019,17,11,4,2,"3,426","17,698","146,614","244,799","244,986","97,222"
31,輸送用機械器具製造業,42,長崎県,2019,37,22,10,5,"6,375","32,683","223,593","277,389","263,102","31,821"
31,輸送用機械器具製造業,43,熊本県,2019,39,20,10,9,"11,012","61,461","315,286","388,920","391,681","72,766"
31,輸送用機械器具製造業,44,大分県,2019,40,20,15,5,"8,851","43,228","545,482","627,061","628,215","69,873"
31,輸送用機械器具製造業,45,宮崎県,2019,18,7,8,3,"2,942","11,032","40,444","62,032","62,235","18,113"
31,輸送用機械器具製造業,46,鹿児島県,2019,7,5,2,***,594,"2,934","5,562","13,685","13,574","6,987"
31,輸送用機械器具製造業,47,沖縄県,2019,1,1,***,***,55,X,X,X,X,X
31,輸送用機械器具製造業,61,札幌市,2019,5,2,2,1,677,"3,359","14,168","23,362","23,717","9,003"
31,輸送用機械器具製造業,62,仙台市,2019,2,2,***,***,102,X,X,X,X,X
31,輸送用機械器具製造業,63,さいたま市,2019,7,5,1,1,"1,181","6,148","28,421","42,864","42,951","13,094"
31,輸送用機械器具製造業,64,千葉市,2019,1,1,***,***,41,X,X,X,X,X
31,輸送用機械器具製造業,65,東京特別区,2019,20,18,2,***,"1,293","6,434","16,810","30,358","28,597","10,626"
31,輸送用機械器具製造業,66,横浜市,2019,49,31,12,6,"9,772","54,863","249,398","349,258","349,174","84,185"
31,輸送用機械器具製造業,67,川崎市,2019,5,2,1,2,"3,676","25,105","394,658","540,462","541,497","152,897"
31,輸送用機械器具製造業,68,相模原市,2019,12,7,3,2,"1,594","6,846","54,207","70,164","70,368","14,485"
31,輸送用機械器具製造業,69,新潟市,2019,24,17,5,2,"2,942","12,779","55,618","88,555","87,498","25,819"
31,輸送用機械器具製造業,70,静岡市,2019,9,6,3,***,"1,025","5,437","28,279","43,214","45,735","14,966"
31,輸送用機械器具製造業,71,浜松市,2019,154,106,30,18,"21,355","113,244","502,973","775,592","767,122","229,762"
31,輸送用機械器具製造業,72,名古屋市,2019,67,50,12,5,"9,845","53,305","302,801","386,354","350,567","44,298"
31,輸送用機械器具製造業,73,京都市,2019,7,6,***,1,"2,523","18,064","93,748","91,229","91,511",859
31,輸送用機械器具製造業,74,大阪市,2019,20,14,4,2,"3,128","18,314","77,690","146,879","139,818","61,887"
31,輸送用機械器具製造業,75,堺市,2019,13,9,3,1,"3,258","21,028","151,855","261,874","209,080","94,804"
31,輸送用機械器具製造業,76,神戸市,2019,21,13,2,6,"9,324","54,686","244,146","472,636","420,554","215,315"
31,輸送用機械器具製造業,77,岡山市,2019,14,9,3,2,"1,637","7,013","23,768","40,851","40,667","14,516"
31,輸送用機械器具製造業,78,広島市,2019,38,19,14,5,"15,999","94,890","1,490,555","1,882,549","1,858,069","443,620"
31,輸送用機械器具製造業,79,北九州市,2019,6,2,2,2,"2,487","14,148","133,798","171,908","171,253","28,654"
31,輸送用機械器具製造業,80,福岡市,2019,3,3,***,***,210,"1,149","15,316","16,255","16,044","1,987"
31,輸送用機械器具製造業,81,熊本市,2019,2,***,1,1,"1,150",X,X,X,X,X
32,その他の製造業,00,全国計,2015,897,677,176,44,"87,165","388,189","1,853,316","3,105,172","2,758,645","1,116,548"
32,その他の製造業,00,全国計,2016,905,688,175,42,"89,664","381,968","1,786,335","3,003,198","2,762,111","1,083,593"
32,その他の製造業,00,全国計,2017,896,670,179,47,"92,130","399,584","1,943,544","3,307,590","2,960,324","1,229,373"
32,その他の製造業,00,全国計,2018,917,683,192,42,"93,941","406,279","1,963,175","3,358,492","3,045,739","1,274,106"
32,その他の製造業,00,全国計,2019,896,672,176,48,"92,718","415,752","2,259,403","3,682,068","3,087,203","1,313,413"
32,その他の製造業,01,北海道,2019,11,8,3,***,866,"3,868","12,178","20,477","19,776","7,468"
32,その他の製造業,02,青森県,2019,5,5,***,***,266,808,"1,688","3,303","3,071","1,261"
32,その他の製造業,03,岩手県,2019,13,10,1,2,"1,669","7,539","24,459","38,469","39,029","12,440"
32,その他の製造業,04,宮城県,2019,10,7,3,***,723,"3,054","19,192","30,027","29,723","9,254"
32,その他の製造業,05,秋田県,2019,7,7,***,***,338,"1,058","2,140","4,077","3,815","1,774"
32,その他の製造業,06,山形県,2019,12,7,2,3,"2,764","13,153","126,844","182,765","180,214","46,733"
32,その他の製造業,07,福島県,2019,17,15,2,***,"1,269","4,751","16,694","30,753","28,039","12,467"
32,その他の製造業,08,茨城県,2019,24,15,6,3,"3,767","18,735","121,662","186,644","174,346","58,069"
32,その他の製造業,09,栃木県,2019,16,11,3,2,"2,160","9,104","25,256","56,784","56,429","28,162"
32,その他の製造業,10,群馬県,2019,26,22,3,1,"2,120","8,851","33,731","60,794","60,277","24,369"
32,その他の製造業,11,埼玉県,2019,74,55,16,3,"6,816","28,630","115,319","214,106","185,111","87,197"
32,その他の製造業,12,千葉県,2019,29,20,8,1,"2,630","11,075","74,998","104,683","95,760","26,457"
32,その他の製造業,13,東京都,2019,58,48,9,1,"4,871","24,867","92,578","151,302","126,369","55,741"
32,その他の製造業,14,神奈川県,2019,39,27,10,2,"3,654","17,911","48,061","90,858","87,816","37,161"
32,その他の製造業,15,新潟県,2019,12,8,3,1,"1,097","4,690","5,655","17,702","17,816","10,806"
32,その他の製造業,16,富山県,2019,12,7,4,1,"5,158","26,267","65,308","137,544","136,549","60,810"
32,その他の製造業,17,石川県,2019,10,8,1,1,933,"3,262","9,270","20,577","20,569","9,600"
32,その他の製造業,18,福井県,2019,41,32,8,1,"3,464","12,511","29,955","67,356","60,423","34,150"
32,その他の製造業,19,山梨県,2019,23,20,3,***,"1,430","6,197","18,619","29,740","28,747","10,181"
32,その他の製造業,20,長野県,2019,39,27,10,2,"4,129","21,173","72,459","112,722","105,817","34,828"
32,その他の製造業,21,岐阜県,2019,17,13,4,***,"1,422","6,289","20,420","37,755","30,175","14,886"
32,その他の製造業,22,静岡県,2019,53,39,8,6,"6,544","29,608","80,849","157,916","153,996","70,900"
32,その他の製造業,23,愛知県,2019,53,38,9,6,"7,452","40,437","221,723","302,727","292,686","72,534"
32,その他の製造業,24,三重県,2019,15,11,3,1,"1,578","5,713","53,291","85,046","84,902","28,165"
32,その他の製造業,25,滋賀県,2019,11,8,1,2,"1,406","7,392","100,857","134,957","134,721","30,913"
32,その他の製造業,26,京都府,2019,20,15,5,***,"1,540","6,232","227,419","497,090","357,422","268,326"
32,その他の製造業,27,大阪府,2019,64,55,8,1,"4,631","18,621","78,218","118,612","107,765","36,347"
32,その他の製造業,28,兵庫県,2019,34,21,10,3,"4,045","18,218","67,839","123,329","125,217","55,154"
32,その他の製造業,29,奈良県,2019,13,7,4,2,"2,452","12,416","311,798","357,059","57,229","55,445"
32,その他の製造業,30,和歌山県,2019,7,6,1,***,506,"1,665","3,482","6,857","6,511","3,133"
32,その他の製造業,31,鳥取県,2019,2,1,1,***,217,X,X,X,X,X
32,その他の製造業,32,島根県,2019,3,3,***,***,113,X,X,X,X,X
32,その他の製造業,33,岡山県,2019,12,10,2,***,869,"3,600","22,283","29,073","29,141","5,734"
32,その他の製造業,34,広島県,2019,33,27,6,***,"2,508","9,349","33,593","65,250","61,726","28,330"
32,その他の製造業,35,山口県,2019,7,4,3,***,657,"2,441","2,920","8,325","8,333","4,972"
32,その他の製造業,36,徳島県,2019,5,3,2,***,488,"2,140","5,024","25,412","25,530","18,736"
32,その他の製造業,37,香川県,2019,13,12,1,***,828,"2,965","9,335","17,470","12,165","7,252"
32,その他の製造業,38,愛媛県,2019,6,5,1,***,432,"1,165","3,537","6,782","6,797","2,885"
32,その他の製造業,39,高知県,2019,7,4,3,***,763,"2,887","14,305","20,475","10,968","5,864"
32,その他の製造業,40,福岡県,2019,6,5,1,***,425,"1,727","9,081","14,541","12,678","3,870"
32,その他の製造業,41,佐賀県,2019,6,3,2,1,"1,156","5,070","43,738","60,772","60,741","14,847"
32,その他の製造業,42,長崎県,2019,3,2,***,1,420,"1,728","5,336","8,485","8,469","2,692"
32,その他の製造業,43,熊本県,2019,10,8,2,***,594,"1,889","4,413","8,417","8,484","3,693"
32,その他の製造業,44,大分県,2019,3,3,***,***,156,388,"2,318","2,859",936,465
32,その他の製造業,45,宮崎県,2019,6,3,3,***,571,"2,054","12,074","15,920","15,913","3,371"
